State,County,median_household_income,total_population,Diabetes Estimate
Nevada,Nye County,47308.0,45514.0,4645.8
South Carolina,Williamsburg County,35681.0,30810.0,4648.2
Nevada,Lincoln County,56537.0,5177.0,465.5
Minnesota,Lincoln County,53557.0,5641.0,466.7
Ohio,Summit County,59253.0,540810.0,46630.9
Virginia,Culpeper County,80663.0,51935.0,4668.5
South Dakota,Spink County,62125.0,6438.0,467.2
Nebraska,Fillmore County,62151.0,5542.0,467.2
Tennessee,Hancock County,28234.0,6568.0,467.8
Kansas,Saline County,51830.0,54384.0,4671.5
Tennessee,Loudon County,61664.0,53169.0,4674.3
Minnesota,Itasca County,55744.0,45180.0,4688.8
Montana,Broadwater County,57723.0,6080.0,469.4
Minnesota,Rice County,70600.0,66549.0,4696.4
Oregon,Klamath County,48560.0,67606.0,4697.6
Nebraska,Hooker County,48654.0,741.0,47.5
Illinois,Schuyler County,51376.0,6897.0,471.1
Nevada,Carson City,58305.0,55244.0,4710.2
Alabama,Coffee County,56799.0,52238.0,4713
Florida,Suwannee County,46280.0,44290.0,4718.7
Kansas,Anderson County,52995.0,7877.0,472.2
Virginia,Fauquier County,105665.0,70353.0,4722
Wyoming,Natrona County,62168.0,80067.0,4726.8
Illinois,Vermilion County,46842.0,76704.0,4727.3
Georgia,Spalding County,48970.0,66043.0,4731.1
Virginia,Franklin County,56779.0,56231.0,4732.8
Georgia,Cobb County,80830.0,756653.0,47391.6
Missouri,Taney County,47860.0,55563.0,4747.5
Nebraska,Cedar County,64703.0,8483.0,475.3
New York,Livingston County,60248.0,63218.0,4751.6
Michigan,Kent County,65722.0,652617.0,47550
Tennessee,Moore County,63762.0,6396.0,476.4
Kansas,Morris County,52792.0,5551.0,476.5
New Jersey,Hudson County,75062.0,671923.0,47664.6
Texas,Refugio County,51054.0,7015.0,477.6
Kentucky,Cumberland County,35030.0,6660.0,477.8
Idaho,Lewis County,42370.0,3850.0,478.9
New York,Otsego County,56171.0,59593.0,4780.9
Oregon,Lincoln County,50775.0,49336.0,4793
Massachusetts,Suffolk County,74881.0,801162.0,47986.7
Tennessee,Lake County,34230.0,7273.0,480.5
Delaware,New Castle County,75275.0,558306.0,48014
Indiana,Lake County,57530.0,485983.0,48020.3
North Carolina,Pender County,60044.0,61891.0,4803.5
Michigan,Barry County,65557.0,61045.0,4804.6
Nevada,Lyon County,58814.0,55667.0,4807.2
Oklahoma,Le Flore County,41900.0,49999.0,4809
Illinois,Adams County,55052.0,65670.0,4809.6
Wyoming,Crook County,66898.0,7502.0,482.6
Alabama,Colbert County,47962.0,54957.0,4821.1
Missouri,St. Francois County,46307.0,66653.0,4833.5
Arkansas,Calhoun County,50441.0,5160.0,484.2
Kansas,Mitchell County,47375.0,6053.0,484.5
Missouri,Sullivan County,44056.0,6163.0,484.7
Kansas,Ottawa County,59607.0,5776.0,484.7
Alaska,Fairbanks North Star Borough,76464.0,98455.0,4840.5
Tennessee,Davidson County,62515.0,690540.0,48464.2
Nebraska,Keith County,52169.0,8048.0,485.7
New York,Fulton County,51663.0,53452.0,4868.5
Michigan,Midland County,64078.0,83445.0,4873.8
Iowa,Pocahontas County,53573.0,6725.0,488.7
Michigan,Montcalm County,52390.0,63516.0,4887.7
Georgia,Calhoun County,41962.0,6301.0,489
Wisconsin,Iron County,45588.0,5679.0,489.6
Georgia,Warren County,38250.0,5259.0,489.8
Oklahoma,Mayes County,50012.0,41098.0,4891.8
Alaska,Yakutat City And Borough,59517.0,597.0,49.6
Iowa,Audubon County,49245.0,5528.0,490
Tennessee,Tipton County,62474.0,61562.0,4901.5
Arkansas,Greene County,50083.0,45197.0,4908
Montana,Pondera County,54235.0,5911.0,491.6
New York,Washington County,59613.0,61304.0,4916.8
Nebraska,Kearney County,62899.0,6588.0,492.6
California,Lake County,49254.0,64276.0,4923.2
New York,Columbia County,68750.0,60016.0,4925
West Virginia,Marion County,52856.0,56233.0,4938.1
Massachusetts,Franklin County,61198.0,70529.0,4940.4
Mississippi,Washington County,32011.0,45072.0,4945.3
Pennsylvania,Venango County,51405.0,51355.0,4965.7
Pennsylvania,Bradford County,52375.0,60721.0,4973.4
Massachusetts,Essex County,82225.0,787038.0,49746.8
Georgia,Atkinson County,35703.0,8311.0,498.7
Maine,Oxford County,49761.0,57741.0,4984.1
Montana,Powell County,50332.0,6843.0,499.3
Texas,Nacogdoches County,44507.0,65080.0,4996.8
Missouri,Newton County,52067.0,58288.0,5003.3
South Dakota,Walworth County,51481.0,5431.0,501.1
Kentucky,Nicholas County,47665.0,7189.0,501.1
Indiana,Union County,55278.0,7140.0,501.5
Montana,Lewis And Clark County,66062.0,68714.0,5010.3
Ohio,Knox County,61590.0,61776.0,5016.1
Oregon,Benton County,65142.0,92168.0,5018.2
New York,Montgomery County,50146.0,49294.0,5018.6
West Virginia,Wayne County,43710.0,39952.0,5019.1
Montana,Blaine County,45361.0,6698.0,502.8
Oklahoma,Payne County,42103.0,81912.0,5021.8
New Mexico,Eddy County,65000.0,57865.0,5024.2
California,San Joaquin County,68628.0,751615.0,50403.3
Oklahoma,Tulsa County,57024.0,650291.0,50423.7
Alabama,Blount County,48922.0,57755.0,5043.5
Connecticut,Fairfield County,97539.0,944306.0,50442.3
Pennsylvania,Sullivan County,49830.0,6038.0,505
Iowa,Van Buren County,49898.0,7104.0,505
Colorado,Saguache County,45231.0,6730.0,505.1
Wisconsin,Jefferson County,67167.0,84837.0,5051.8
Virginia,Washington County,50928.0,54005.0,5067.3
Texas,Parmer County,58558.0,9639.0,507
North Dakota,Pembina County,60910.0,6850.0,507.6
Utah,Morgan County,100408.0,11950.0,508.2
Kansas,Russell County,50630.0,6896.0,508.9
Indiana,Floyd County,67603.0,77879.0,5081.6
Indiana,Wayne County,47756.0,66176.0,5084.5
Tennessee,Jefferson County,51899.0,54162.0,5085.9
Texas,Borden County,83281.0,653.0,51.1
Texas,Roberts County,61964.0,784.0,51.9
West Virginia,Pleasants County,55508.0,7457.0,511.9
Georgia,Gordon County,48662.0,57756.0,5116.2
Mississippi,Lowndes County,48170.0,58896.0,5120.2
Oregon,Multnomah County,71425.0,809869.0,51351.5
Ohio,Seneca County,52897.0,55251.0,5136.4
Louisiana,Washington Parish,39185.0,46325.0,5138.3
Georgia,Effingham County,67050.0,62241.0,5138.3
South Dakota,Dewey County,45859.0,5841.0,514.4
North Dakota,Bottineau County,65074.0,6418.0,514.5
Arizona,Greenlee County,66368.0,9465.0,514.7
Georgia,Laurens County,39476.0,47404.0,5144.3
Iowa,Story County,58302.0,97355.0,5147.3
Rhode Island,Providence County,62323.0,636161.0,51479.2
Iowa,Monroe County,59489.0,7761.0,515
North Carolina,Halifax County,35904.0,50678.0,5163
Ohio,Sandusky County,55245.0,58801.0,5164.4
Pennsylvania,Carbon County,57601.0,63964.0,5167.7
Michigan,St. Joseph County,53253.0,60789.0,5169.8
South Dakota,Bon Homme County,50195.0,6914.0,517.4
Colorado,Custer County,60361.0,4941.0,517.4
Kansas,Kingman County,57304.0,7173.0,517.6
Arkansas,Woodruff County,40331.0,6477.0,518.6
Tennessee,Gibson County,45557.0,49193.0,5180.4
Florida,Levy County,38951.0,40979.0,5182.6
Louisiana,St. Mary Parish,40218.0,50020.0,5187
Minnesota,Pipestone County,53688.0,9163.0,519.1
Kansas,Greenwood County,43320.0,6010.0,519.1
Vermont,Grand Isle County,81667.0,7075.0,519.3
Kentucky,Hopkins County,47014.0,45044.0,5192
Ohio,Montgomery County,53064.0,531988.0,51956.1
Texas,Denton County,90354.0,861690.0,51956.9
Nebraska,Antelope County,52569.0,6315.0,522.8
Illinois,Henderson County,55759.0,6737.0,523.4
Maine,Somerset County,45382.0,50573.0,5235.5
South Carolina,Chesterfield County,41937.0,45833.0,5236.9
Indiana,Benton County,52656.0,8695.0,524.4
New York,Genesee County,60635.0,57554.0,5244
Wyoming,Johnson County,56565.0,8518.0,525.1
Iowa,Adair County,55700.0,7048.0,525.7
Georgia,Catoosa County,58932.0,67181.0,5255.3
Kansas,Nemaha County,61382.0,10109.0,526.5
New York,Tompkins County,61361.0,102237.0,5260.2
New York,Herkimer County,58438.0,61738.0,5260.6
Tennessee,Hawkins County,45318.0,56735.0,5262.9
Iowa,Worth County,60442.0,7422.0,527.2
Missouri,Dade County,42117.0,7571.0,527.2
Minnesota,Crow Wing County,57779.0,64775.0,5279.4
Oklahoma,Creek County,52315.0,71505.0,5283.2
Texas,Walker County,41508.0,72295.0,5285.1
Texas,Maverick County,41385.0,58098.0,5286.2
Nebraska,Jefferson County,48981.0,7102.0,529.1
New Mexico,Otero County,45032.0,66804.0,5290
Florida,Pasco County,53431.0,539885.0,52914.1
Arizona,Gila County,46907.0,53846.0,5293.6
New York,Monroe County,62087.0,743084.0,52948
Ohio,Washington County,51808.0,60217.0,5297.7
Texas,Mcmullen County,67386.0,724.0,53.2
Idaho,Clark County,36429.0,885.0,53.5
Texas,Kent County,61706.0,704.0,53.5
Iowa,Fremont County,59688.0,6895.0,531.1
New York,Franklin County,52905.0,50389.0,5317.4
Illinois,Hamilton County,55977.0,8151.0,533.1
Colorado,San Miguel County,66898.0,8110.0,533.4
Kansas,Butler County,66405.0,66890.0,5337.1
Alaska,Sitka City And Borough,81708.0,8569.0,534.9
Colorado,Conejos County,33611.0,8130.0,534.9
Indiana,Warrick County,79079.0,62608.0,5348.4
Washington,Franklin County,66904.0,93681.0,5349.9
Oklahoma,Major County,56781.0,7654.0,535.3
New Hampshire,Belknap County,67328.0,61174.0,5358
Wisconsin,Ozaukee County,84394.0,89179.0,5361.8
Texas,Liberty County,50917.0,86173.0,5364.1
Tennessee,Roane County,55578.0,53331.0,5366.4
Georgia,Talbot County,40020.0,6245.0,537.4
New Hampshire,Cheshire County,64686.0,76040.0,5380.7
Ohio,Athens County,42414.0,65945.0,5383
Florida,Monroe County,72012.0,75137.0,5384
Montana,Treasure County,44671.0,614.0,54.1
Nebraska,Thomas County,59000.0,586.0,54.9
Kentucky,Bracken County,60053.0,8308.0,540.7
Virginia,Campbell County,52319.0,55406.0,5404.9
Kentucky,Elliott County,36950.0,7461.0,542.3
Hawaii,Kauai County,82818.0,71949.0,5421.8
Washington,Chelan County,61304.0,76653.0,5426.9
Wisconsin,Pepin County,58750.0,7261.0,543.1
California,Ventura County,89295.0,845599.0,54318.5
Arkansas,Pope County,46004.0,63926.0,5434.9
New Mexico,Valencia County,50801.0,76518.0,5442.3
Montana,Flathead County,57763.0,102001.0,5444.7
Minnesota,Norman County,56081.0,6466.0,546.5
Texas,Jack County,54087.0,8888.0,546.8
North Carolina,Columbus County,38487.0,55659.0,5466.8
Oklahoma,Tillman County,39975.0,7347.0,547.4
Tennessee,Anderson County,52338.0,76513.0,5473.1
Nebraska,Burt County,51961.0,6503.0,548.1
Texas,Wise County,67726.0,67884.0,5485.7
New York,Madison County,61176.0,70990.0,5486
California,San Mateo County,128091.0,765623.0,54994.3
Nebraska,Banner County,53864.0,645.0,55.2
Nebraska,Logan County,45990.0,896.0,55.3
Tennessee,Clay County,32064.0,7640.0,550.4
Michigan,Ionia County,60139.0,64401.0,5507
North Carolina,Duplin County,43422.0,58965.0,5513
Alaska,Aleutians West Census Area,87443.0,5708.0,552.2
Georgia,Wheeler County,28864.0,7897.0,552.8
Mississippi,Lamar County,61649.0,62693.0,5526.5
Mississippi,Pearl River County,51538.0,55512.0,5527.8
Texas,Goliad County,50000.0,7578.0,553.4
Mississippi,Wilkinson County,30760.0,8727.0,553.7
North Carolina,Stanly County,54104.0,62050.0,5531
Nebraska,Pierce County,57629.0,7132.0,554
Wisconsin,Manitowoc County,58464.0,78977.0,5542.5
Minnesota,Murray County,62839.0,8247.0,555.4
Kansas,Thomas County,68313.0,7748.0,555.8
South Dakota,Fall River County,51383.0,6721.0,556.6
Arkansas,Crawford County,48980.0,63118.0,5562.2
North Dakota,Burleigh County,72974.0,95509.0,5567.6
Rhode Island,Newport County,84282.0,82731.0,5568.1
Virginia,Surry County,56525.0,6459.0,557
Montana,Missoula County,56247.0,119062.0,5571.6
Texas,Mcculloch County,48618.0,7970.0,558
Michigan,Ontonagon County,41776.0,5802.0,558.3
Texas,Dimmit County,25996.0,10232.0,558.6
Tennessee,Coffee County,51030.0,56024.0,5586.4
Oregon,Harney County,43387.0,7310.0,559.3
Missouri,Clark County,45842.0,6783.0,559.5
Virginia,King And Queen County,65385.0,7011.0,559.5
Wisconsin,Eau Claire County,62508.0,104132.0,5600.4
Alabama,Walker County,45833.0,63802.0,5608
New York,Sullivan County,60433.0,75329.0,5613.8
Tennessee,Robertson County,66088.0,70982.0,5619.5
Minnesota,Stevens County,65503.0,9770.0,562.1
Missouri,Christian County,64442.0,87324.0,5625.5
Utah,Kane County,49486.0,7658.0,563.5
Washington,Snohomish County,89273.0,811572.0,56321.1
Kentucky,Christian County,44279.0,71470.0,5641.5
Texas,Rockwall County,105956.0,101175.0,5642
Minnesota,Sherburne County,88671.0,96015.0,5654.5
North Dakota,Traill County,67604.0,7999.0,566
Louisiana,Acadia Parish,44412.0,62371.0,5660.1
New Jersey,Salem County,64234.0,62754.0,5660.2
North Carolina,Wilkes County,44980.0,68341.0,5660.5
Oregon,Umatilla County,57973.0,77319.0,5667.1
Georgia,Troup County,46796.0,70095.0,5667.4
Arkansas,Lafayette County,33763.0,6728.0,568.9
Virginia,Franklin City,49811.0,8015.0,569.4
New Jersey,Essex County,63959.0,798698.0,56954.5
Texas,Terrell County,42823.0,903.0,57.5
Wyoming,Sublette County,78655.0,9865.0,570.2
Nebraska,Thurston County,55574.0,7218.0,570.7
West Virginia,Putnam County,63954.0,56604.0,5704.8
Virginia,Frederick County,80011.0,88054.0,5706.6
Iowa,Wayne County,47543.0,6426.0,571.4
Georgia,Clinch County,38844.0,6648.0,571.7
New York,Westchester County,99489.0,968738.0,57102.2
Florida,Jackson County,40754.0,47409.0,5721
Alabama,Dale County,45644.0,49293.0,5726.4
Kansas,Pawnee County,46559.0,6539.0,573.4
Kentucky,Laurel County,43745.0,60631.0,5734.6
Tennessee,Houston County,43521.0,8201.0,575.2
Iowa,Howard County,56709.0,9201.0,575.6
North Carolina,Chatham County,69799.0,72853.0,5757.6
Georgia,Barrow County,62990.0,81294.0,5757.6
Nebraska,Butler County,59232.0,7997.0,576.3
Illinois,Williamson County,52076.0,66929.0,5761.8
Maryland,Worcester County,65396.0,51967.0,5770.9
Pennsylvania,Montgomery County,93518.0,827180.0,57765.1
Pennsylvania,Armstrong County,53545.0,65356.0,5781.4
Pennsylvania,Crawford County,51919.0,85074.0,5793.9
New York,Putnam County,107246.0,98714.0,5796.6
Missouri,Cole County,61184.0,76630.0,5797.2
New Mexico,Lea County,61867.0,70359.0,5798.8
Colorado,San Juan County,56875.0,646.0,58.2
Nebraska,Wheeler County,48438.0,689.0,58.6
Kentucky,Ballard County,45517.0,7914.0,580.2
Oklahoma,Woods County,51985.0,8914.0,582.8
Pennsylvania,Forest County,41225.0,7190.0,582.8
Virginia,Fairfax County,127866.0,1149439.0,58245.1
Washington,Mason County,60565.0,65326.0,5827.2
Georgia,Treutlen County,32072.0,6787.0,583.6
Massachusetts,Worcester County,77155.0,826655.0,58318.7
Alabama,Russell County,42208.0,57938.0,5844.3
Utah,Grand County,56639.0,9698.0,585.2
Nebraska,Wayne County,58894.0,9388.0,587.2
Maryland,Baltimore City,52164.0,602274.0,58719
North Carolina,Rutherford County,43183.0,66741.0,5875.8
Wyoming,Washakie County,57306.0,7933.0,588.1
Arkansas,Searcy County,35077.0,7898.0,588.9
Kentucky,Lee County,24699.0,7088.0,589
Texas,Hood County,71253.0,60025.0,5897.4
North Dakota,Slope County,65833.0,788.0,59.5
Illinois,Dupage County,94930.0,926005.0,59028
Idaho,Bannock County,51977.0,86742.0,5906.2
Washington,Wahkiakum County,54524.0,4318.0,592.9
Missouri,Jackson County,56960.0,700733.0,59239.6
Georgia,Randolph County,29400.0,6888.0,593.2
Kentucky,Boyd County,51019.0,47361.0,5934.4
New Jersey,Middlesex County,91731.0,825015.0,59369.9
Georgia,Marion County,52450.0,8450.0,594.9
Tennessee,Hamblen County,43151.0,64479.0,5940.9
Pennsylvania,Indiana County,49270.0,84463.0,5941.4
New Jersey,Bergen County,104623.0,931275.0,59414.8
Wyoming,Platte County,57784.0,8572.0,595.1
Oregon,Wallowa County,53423.0,7065.0,595.2
Missouri,Chariton County,51545.0,7449.0,595.2
Texas,Somervell County,64394.0,8958.0,595.7
Kansas,Doniphan County,51953.0,7616.0,596.2
Louisiana,Iberia Parish,50602.0,70763.0,5963.3
New Hampshire,Grafton County,67476.0,90331.0,5968.5
California,Mendocino County,52915.0,87110.0,5975.5
Kentucky,Gallatin County,55113.0,8760.0,598.7
Alabama,Dekalb County,42267.0,71430.0,5994.1
New Mexico,Harding County,32500.0,432.0,60.7
Missouri,Cape Girardeau County,53776.0,78834.0,6004.7
Louisiana,Red River Parish,33817.0,8462.0,601.9
New York,Cayuga County,57985.0,76958.0,6019.1
Texas,Archer County,63958.0,8754.0,602
Kentucky,Hancock County,56265.0,8748.0,602
Iowa,Clarke County,55078.0,9383.0,602.5
Mississippi,Jefferson County,29524.0,7129.0,602.6
Texas,Ward County,61915.0,11745.0,602.7
Texas,Hamilton County,46893.0,8434.0,603.9
Wisconsin,Dodge County,62591.0,87569.0,6035
Idaho,Boise County,51760.0,7625.0,604.3
Kansas,Wabaunsee County,65742.0,6877.0,604.9
Tennessee,Carter County,40820.0,56452.0,6045.2
Indiana,Grant County,46900.0,66055.0,6049.7
Wisconsin,St. Croix County,84985.0,89702.0,6050.2
Ohio,Lawrence County,46584.0,59901.0,6059.1
Virginia,Bland County,50365.0,6334.0,606.7
North Carolina,Graham County,42207.0,8501.0,607.4
Kentucky,Pike County,34700.0,58595.0,6070.5
North Carolina,Sampson County,42914.0,63284.0,6087.3
Oregon,Coos County,49445.0,64175.0,6098.7
Kansas,Pratt County,54644.0,9324.0,610
Kentucky,Pulaski County,40658.0,64789.0,6105.6
Texas,Stephens County,44940.0,9358.0,611.5
South Dakota,Butte County,49353.0,10295.0,611.9
Mississippi,Benton County,39758.0,8275.0,612.1
Texas,Polk County,50351.0,50155.0,6125.8
Mississippi,Tunica County,34485.0,9807.0,614.8
Pennsylvania,Somerset County,51255.0,73844.0,6145.1
Wisconsin,Wood County,55684.0,72892.0,6148.5
Maryland,Montgomery County,111812.0,1047661.0,61487.1
South Dakota,Charles Mix County,52348.0,9324.0,615.5
Mississippi,Quitman County,24233.0,7038.0,615.5
Kentucky,Trimble County,57589.0,8528.0,615.8
Georgia,Bulloch County,48786.0,77719.0,6166.8
Tennessee,Mcminn County,46872.0,53392.0,6179.9
Georgia,Dekalb County,65116.0,755287.0,61799.3
Wisconsin,Fond Du Lac County,64147.0,102654.0,6185.8
Arkansas,Dallas County,35134.0,7114.0,619.4
Vermont,Essex County,47035.0,6179.0,619.9
Alaska,Bristol Bay Borough,79808.0,739.0,62.3
Iowa,Davis County,67627.0,8977.0,621.2
Ohio,Hancock County,57384.0,75765.0,6212.7
West Virginia,Fayette County,43722.0,43087.0,6213.1
Colorado,Clear Creek County,71919.0,9533.0,622
Idaho,Teton County,73274.0,11776.0,622.4
Washington,Clallam County,55090.0,76482.0,6222.4
North Carolina,Carteret County,57871.0,69301.0,6234.2
Montana,Valley County,51087.0,7424.0,624
Arkansas,Monroe County,38438.0,6879.0,624.8
Minnesota,Rock County,65744.0,9386.0,624.9
Nebraska,Colfax County,64269.0,10681.0,624.9
Florida,Brevard County,59359.0,594001.0,62494.7
Florida,Volusia County,52407.0,546107.0,62553
Missouri,Daviess County,52143.0,8294.0,626.3
West Virginia,Tucker County,47527.0,6943.0,626.8
Minnesota,Lac Qui Parle County,57802.0,6645.0,628.9
Kentucky,Madison County,51649.0,92090.0,6282.4
Texas,Travis County,80668.0,1250884.0,62889
Oregon,Grant County,48202.0,7174.0,629.3
Minnesota,Clearwater County,51742.0,8872.0,629.6
Illinois,Dekalb County,62353.0,104588.0,6290.7
Georgia,Terrell County,35335.0,8654.0,630.3
Michigan,Van Buren County,56652.0,75416.0,6304.2
Kentucky,Mccracken County,47011.0,65485.0,6306.3
Wisconsin,Walworth County,66034.0,103391.0,6306.5
Arkansas,Lonoke County,59278.0,73163.0,6309.6
Kansas,Coffey County,59405.0,8218.0,631
Iowa,Greene County,51098.0,8923.0,632
Washington,Island County,70765.0,84187.0,6328.9
Montana,Madison County,55892.0,8530.0,633.4
Michigan,Baraga County,46581.0,8337.0,633.9
Pennsylvania,Clearfield County,50150.0,79466.0,6330.7
Montana,Cascade County,52049.0,81576.0,6334.5
Kansas,Reno County,51520.0,62421.0,6339.6
North Dakota,Mckenzie County,75238.0,13836.0,634.4
Kansas,Douglas County,61020.0,121304.0,6340.6
Texas,San Patricio County,56111.0,66969.0,6344.9
Idaho,Twin Falls County,53363.0,86198.0,6357.4
Texas,Coleman County,46948.0,8281.0,636.5
Montana,Beaverhead County,45819.0,9454.0,637.4
California,Nevada County,68333.0,99417.0,6374.7
North Dakota,Mercer County,82087.0,8359.0,638.2
Oklahoma,Kiowa County,34747.0,8816.0,639.8
Colorado,Mineral County,53571.0,853.0,64.1
North Dakota,Billings County,64896.0,886.0,64.3
Nebraska,Cheyenne County,52270.0,9428.0,640
Tennessee,Perry County,48716.0,8020.0,640
Tennessee,Trousdale County,56981.0,10910.0,640.8
Kentucky,Bullitt County,65531.0,80921.0,6404
Utah,Cache County,60530.0,126336.0,6409.7
Georgia,Jenkins County,25712.0,8787.0,641
Virginia,Rappahannock County,82077.0,7360.0,641.9
Texas,Bowie County,51796.0,93622.0,6415.7
Texas,Terry County,44052.0,12408.0,643.4
Georgia,Irwin County,41484.0,9379.0,643.5
Ohio,Belmont County,51574.0,67424.0,6431.2
Virginia,Henry County,38511.0,51032.0,6434.1
Kentucky,Campbell County,63152.0,93608.0,6434.5
Alabama,Jefferson County,55088.0,658615.0,64399.2
Missouri,Monroe County,43422.0,8630.0,644.6
Maryland,Baltimore County,78724.0,828193.0,64491.4
Louisiana,Caldwell Parish,40690.0,9959.0,645.7
Mississippi,Forrest County,42298.0,75162.0,6453.9
Texas,Duval County,45349.0,11194.0,646.6
Indiana,Hancock County,75647.0,76614.0,6467.8
Georgia,Wilcox County,39216.0,8701.0,647.5
Georgia,Montgomery County,45230.0,9069.0,647.8
Virginia,Pittsylvania County,49520.0,60867.0,6473.1
Missouri,Howard County,55000.0,10022.0,648
California,Kern County,54851.0,892458.0,64841.4
Iowa,Dubuque County,64493.0,97193.0,6486.5
Texas,Fort Bend County,100189.0,790892.0,64865.7
Minnesota,Watonwan County,53304.0,10903.0,649.9
North Carolina,Wilson County,44594.0,81579.0,6498.4
Virginia,Bedford County,67136.0,78965.0,6508.7
West Virginia,Gilmer County,42883.0,7970.0,653.3
Arkansas,Prairie County,42754.0,8138.0,654.3
Texas,El Paso County,48292.0,836915.0,65413.1
Alaska,North Slope Borough,79083.0,9375.0,655
Texas,Zapata County,32945.0,14243.0,655.2
Illinois,Jasper County,55911.0,9547.0,655.5
Michigan,Grand Traverse County,66457.0,92640.0,6550.6
Florida,Gadsden County,41135.0,45787.0,6558
Montana,Fergus County,47618.0,11167.0,656.2
California,Sutter County,63502.0,96315.0,6561.6
West Virginia,Calhoun County,38668.0,7185.0,657.8
Ohio,Geauga County,83730.0,93657.0,6571.7
Texas,Brewster County,45296.0,9231.0,658.1
Oklahoma,Love County,54423.0,10128.0,658.3
Michigan,Schoolcraft County,48443.0,8031.0,658.9
Oklahoma,Oklahoma County,55519.0,792668.0,65861.1
Kentucky,Mclean County,54181.0,9202.0,659.6
Kansas,Greeley County,53750.0,1156.0,66
Colorado,Hinsdale County,39038.0,781.0,66.1
Nebraska,Cuming County,59202.0,8882.0,660.1
Texas,Collin County,100541.0,1006038.0,66074.4
West Virginia,Mercer County,40716.0,59370.0,6612.4
Louisiana,Catahoula Parish,40973.0,9586.0,662.4
Georgia,Gwinnett County,72787.0,926414.0,66264.4
Nebraska,Box Butte County,61904.0,10845.0,663.7
Alabama,Limestone County,64270.0,96921.0,6631.1
North Carolina,Surry County,44979.0,71904.0,6633.2
Minnesota,Yellow Medicine County,59289.0,9775.0,664.4
Oklahoma,Muskogee County,41633.0,68451.0,6647.2
North Carolina,Lincoln County,59592.0,84580.0,6656
Pennsylvania,Northumberland County,49273.0,91234.0,6658.4
South Dakota,Turner County,63062.0,8325.0,666.1
Texas,Runnels County,48489.0,10280.0,667.2
Georgia,Rockdale County,62505.0,90155.0,6677.3
Georgia,Walker County,46601.0,69398.0,6685.8
Oklahoma,Pottawatomie County,51150.0,72511.0,6686.3
Montana,Golden Valley County,49028.0,814.0,67.7
Alaska,Skagway Municipality,71875.0,1300.0,67.8
Arkansas,Nevada County,39946.0,8249.0,671.9
Colorado,Yuma County,54393.0,10013.0,673.1
North Dakota,Mountrail County,70412.0,10348.0,673.4
Ohio,Erie County,58408.0,74419.0,6735.6
Louisiana,St. Landry Parish,40859.0,82786.0,6740.7
Texas,Potter County,43652.0,118323.0,6751.6
Indiana,Kosciusko County,62789.0,79156.0,6754
Oregon,Yamhill County,67296.0,106087.0,6760.7
Texas,Orange County,63488.0,83776.0,6761.2
Alaska,Matanuska-Susitna Borough,76118.0,107360.0,6762.5
Florida,Lee County,59608.0,756570.0,67669.5
Arkansas,Newton County,39542.0,7753.0,677.9
Oregon,Lake County,44237.0,7896.0,678.6
Connecticut,Hartford County,76259.0,892153.0,67821
Pennsylvania,Mercer County,50529.0,110519.0,6789.2
Missouri,Maries County,48276.0,8791.0,679
Indiana,Warren County,65614.0,8219.0,679.3
New Jersey,Hunterdon County,117858.0,125063.0,6790.5
North Carolina,Franklin County,58172.0,68027.0,6791.6
Kentucky,Jefferson County,58196.0,768419.0,68008.1
Nebraska,Phelps County,58105.0,9050.0,681.7
Nebraska,Merrick County,52254.0,7826.0,681.8
Michigan,Clinton County,72490.0,78957.0,6812.2
Georgia,Fulton County,72741.0,1051550.0,68227.2
Kentucky,Monroe County,35078.0,10616.0,683.3
Missouri,Cass County,72522.0,104687.0,6835.6
Texas,Hunt County,57467.0,96202.0,6837.4
Washington,Pierce County,76438.0,891862.0,68376.9
California,Modoc County,51250.0,8853.0,684.4
Tennessee,Putnam County,45160.0,78542.0,6846.4
Florida,Lafayette County,51734.0,8576.0,685.5
Ohio,Marion County,49225.0,65179.0,6850.3
Iowa,Palo Alto County,56437.0,8941.0,686.6
South Carolina,Oconee County,49691.0,78314.0,6862.5
Iowa,Sac County,57446.0,9711.0,687.2
Maryland,Allegany County,49449.0,71002.0,6874.3
Arizona,Pima County,55023.0,1038476.0,68759.3
Missouri,Lewis County,45118.0,9898.0,688.2
Virginia,Rockingham County,64496.0,81138.0,6887.4
Michigan,Oscoda County,43457.0,8282.0,689
Iowa,Emmet County,56708.0,9322.0,689.4
Utah,Salt Lake County,77128.0,1146215.0,68942.5
California,San Francisco County,119136.0,874784.0,68973
Texas,Sterling County,53194.0,1274.0,69.3
Kansas,Marshall County,52293.0,9713.0,690.8
Oregon,Polk County,65665.0,84730.0,6907.2
South Dakota,Roberts County,50877.0,10310.0,691.3
Minnesota,Carver County,104011.0,103561.0,6915.9
Kentucky,Menifee County,46746.0,6463.0,692.5
New Jersey,Warren County,83497.0,105730.0,6926.7
Virginia,Montgomery County,59126.0,98495.0,6928.5
Texas,Dawson County,40469.0,12849.0,693.9
Ohio,Hamilton County,59190.0,815790.0,69411.8
Iowa,Lyon County,65959.0,11800.0,695
Nebraska,Knox County,53653.0,8400.0,697.5
Missouri,St. Clair County,39000.0,9455.0,697.9
Illinois,Macon County,53725.0,104688.0,6972.5
North Carolina,Mecklenburg County,69240.0,1095170.0,69796
Virginia,James City County,91675.0,76032.0,6990.1
